,Title,Price,Kilometers Driven,Fuel Type,Location,Year,Make,Model,Variant,Car Age,Trim Level,Power Indicator
1202,2022 Maruti Suzuki Wagon R 1.0 VXI,549000.0,25373.0,Petrol,Beerappagadda,2022,Maruti,Suzuki,Wagon R 1.0 VXI,2,Base,Standard
1203,2018 Honda Jazz VX CVT,620000.0,101937.0,Petrol,Bellavista,2018,Honda,Jazz,VX CVT,6,Base,Standard
1204,2019 Volkswagen Vento Highline Diesel [2015-2016],768000.0,91660.0,Diesel,Bellavista,2019,Volkswagen,Vento,Highline Diesel,5,Base,Standard
1205,2018 Renault Kwid 1.0 RXT AMT Opt,381000.0,58731.0,Petrol,Bellavista,2018,Renault,Kwid,1.0 RXT AMT Opt,6,Base,Standard
1206,2023 Hyundai i20 N Line N8 1.0 Turbo DCT Dual Tone,1196753.0,6968.0,Petrol,Beerappagadda,2023,Hyundai,i20,N Line N8 1.0 Turbo DCT Dual Tone,1,Base,Standard
1207,2020 Hyundai Grand i10 Nios Asta AMT 1.2 Kappa VTVT,719000.0,32077.0,Petrol,Bellavista,2020,Hyundai,Grand,i10 Nios Asta AMT 1.2 Kappa VTVT,4,Base,Standard
1208,2013 Nissan Sunny XL,292000.0,68661.0,Petrol,Bellavista,2013,Nissan,Sunny,XL,11,Base,Standard
1209,2021 Honda City 4th Generation ZX Diesel,1263000.0,58716.0,Diesel,Beerappagadda,2021,Honda,City,4th Generation ZX Diesel,3,Base,Standard
1210,2020 Hyundai Aura SX Plus 1.2 AMT CRDi,659000.0,98633.0,Diesel,Bellavista,2020,Hyundai,Aura,SX Plus 1.2 AMT CRDi,4,Base,Standard
1211,2014 Maruti Suzuki Alto 800 Lxi,237000.0,65967.0,Petrol,Bellavista,2014,Maruti,Suzuki,Alto 800 Lxi,10,Base,Standard
1212,2017 Chevrolet Beat LS Petrol,299000.0,60127.0,Petrol,Beerappagadda,2017,Chevrolet,Beat,LS Petrol,7,Base,Standard
1213,2018 Hyundai Grand i10 Magna AT 1.2 Kappa VTVT,565000.0,39537.0,Petrol,Bellavista,2018,Hyundai,Grand,i10 Magna AT 1.2 Kappa VTVT,6,Base,Standard
1214,2013 Ford Figo Duratorq Diesel ZXI 1.4,227000.0,144109.0,Diesel,Bellavista,2013,Ford,Figo,Duratorq Diesel ZXI 1.4,11,Base,Standard
1215,2020 Hyundai Elite i20 Asta 1.2 (O) [2019-2020],739000.0,38293.0,Petrol,Beerappagadda,2020,Hyundai,Elite,i20 Asta 1.2 (O),4,Base,Standard
1216,2013 Chevrolet Beat LT Petrol,267000.0,60321.0,Petrol,Jubilee Hills,2013,Chevrolet,Beat,LT Petrol,11,Base,Standard
1217,2018 Maruti Suzuki Dzire VDi,697000.0,73498.0,Diesel,Beerappagadda,2018,Maruti,Suzuki,Dzire VDi,6,Base,Standard
1218,2015 Maruti Suzuki Alto 800 Lxi,270000.0,39633.0,Petrol,Bellavista,2015,Maruti,Suzuki,Alto 800 Lxi,9,Base,Standard
1219,2019 Maruti Suzuki Baleno Delta 1.3,614000.0,87186.0,Diesel,Beerappagadda,2019,Maruti,Suzuki,Baleno Delta 1.3,5,Base,Standard
1220,2014 Datsun GO T,238000.0,58254.0,Petrol,Bellavista,2014,Datsun,GO,T,10,Base,Standard
1221,2012 Nissan Micra XL Petrol,268000.0,44163.0,Petrol,Jubilee Hills,2012,Nissan,Micra,XL Petrol,12,Base,Standard
1222,2018 Mahindra KUV100 NXT K8 6 STR Dual Tone [2017-2020],429000.0,70810.0,Petrol,Bellavista,2018,Mahindra,KUV100,NXT K8 6 STR Dual Tone,6,Base,Standard
1223,2022 Hyundai i20 N Line N8 1.0 Turbo iMT,986000.0,28266.0,Petrol,Bellavista,2022,Hyundai,i20,N Line N8 1.0 Turbo iMT,2,Base,Standard
1224,2012 Maruti Suzuki Alto LXi BS-III,175000.0,75052.0,Petrol,Jubilee Hills,2012,Maruti,Suzuki,Alto LXi BS-III,12,Base,Standard
1225,2016 Mahindra TUV300 T8,657000.0,101220.0,Diesel,Beerappagadda,2016,Mahindra,TUV300,T8,8,Base,Standard
1226,2012 Ford Figo Duratorq Diesel EXI 1.4,237000.0,107576.0,Diesel,Bellavista,2012,Ford,Figo,Duratorq Diesel EXI 1.4,12,Base,Standard
